event_id,event_type,product_id,customer_id,event_time,quantity,price
808,page_view,55,95,2024-10-08T18:03:28.013713,,
809,purchase,97,91,2024-09-25T18:03:28.013713,1.0,383.61
810,add_to_cart,91,133,2024-10-13T18:03:28.013713,3.0,46.349999999999994
811,purchase,98,552,2024-09-28T18:03:28.013713,4.0,1074.48
812,page_view,53,143,2024-10-09T18:03:28.013713,,
813,page_view,66,672,2024-10-03T18:03:28.013713,,
814,add_to_cart,84,896,2024-10-03T18:03:28.013713,3.0,486.29999999999995
815,add_to_cart,30,104,2024-09-24T18:03:28.013713,5.0,1216.0
816,add_to_cart,94,279,2024-10-10T18:03:28.013713,1.0,163.32
817,add_to_cart,43,515,2024-10-04T18:03:28.013713,3.0,165.42000000000002
818,purchase,46,94,2024-10-13T18:03:28.013713,1.0,270.16
819,page_view,27,154,2024-10-06T18:03:28.014714,,
820,page_view,11,9,2024-10-09T18:03:28.014714,,
821,page_view,40,869,2024-10-09T18:03:28.014714,,
822,page_view,16,384,2024-09-20T18:03:28.014714,,
823,add_to_cart,64,305,2024-09-26T18:03:28.014714,4.0,1961.96
824,add_to_cart,46,505,2024-10-15T18:03:28.014714,1.0,270.16
825,purchase,19,643,2024-09-22T18:03:28.014714,5.0,462.5
826,page_view,8,997,2024-10-07T18:03:28.014714,,
827,page_view,89,846,2024-09-22T18:03:28.014714,,
828,page_view,61,219,2024-10-13T18:03:28.014714,,
829,purchase,90,289,2024-09-23T18:03:28.014714,4.0,606.72
830,purchase,59,665,2024-09-21T18:03:28.014714,1.0,74.51
831,purchase,37,607,2024-09-21T18:03:28.014714,1.0,416.63
832,purchase,96,243,2024-10-04T18:03:28.014714,5.0,1562.15
833,page_view,58,394,2024-09-22T18:03:28.014714,,
834,add_to_cart,17,19,2024-10-07T18:03:28.014714,3.0,464.82
835,add_to_cart,28,828,2024-10-04T18:03:28.014714,2.0,840.96
836,add_to_cart,96,423,2024-09-22T18:03:28.014714,1.0,312.43
837,purchase,4,701,2024-10-10T18:03:28.014714,2.0,118.1
838,add_to_cart,69,834,2024-10-03T18:03:28.014714,2.0,587.54
839,add_to_cart,79,208,2024-09-27T18:03:28.014714,1.0,113.39
840,add_to_cart,1,287,2024-09-29T18:03:28.014714,5.0,83.94999999999999
841,purchase,60,393,2024-09-26T18:03:28.014714,4.0,1205.08
842,page_view,16,548,2024-10-11T18:03:28.014714,,
843,add_to_cart,10,982,2024-09-28T18:03:28.014714,5.0,1617.9499999999998
844,purchase,32,171,2024-09-18T18:03:28.014714,4.0,1358.6
845,add_to_cart,45,769,2024-10-13T18:03:28.014714,4.0,384.04
846,page_view,81,610,2024-09-29T18:03:28.014714,,
847,purchase,16,243,2024-09-24T18:03:28.014714,3.0,1292.22
848,page_view,75,170,2024-09-25T18:03:28.014714,,
849,purchase,8,155,2024-10-08T18:03:28.014714,3.0,319.35
850,purchase,18,588,2024-09-24T18:03:28.014714,1.0,117.19
851,page_view,67,996,2024-10-01T18:03:28.014714,,
852,add_to_cart,38,438,2024-09-22T18:03:28.014714,3.0,107.49
853,add_to_cart,47,307,2024-09-29T18:03:28.014714,5.0,1245.5500000000002
854,add_to_cart,10,441,2024-10-09T18:03:28.014714,3.0,970.77
855,page_view,60,258,2024-10-08T18:03:28.014714,,
856,page_view,98,156,2024-10-15T18:03:28.014714,,
857,add_to_cart,46,662,2024-09-16T18:03:28.014714,5.0,1350.8000000000002
858,page_view,62,679,2024-10-04T18:03:28.014714,,
859,add_to_cart,30,808,2024-10-02T18:03:28.014714,4.0,972.8
860,purchase,57,856,2024-09-17T18:03:28.014714,4.0,1293.68
861,purchase,57,786,2024-09-22T18:03:28.014714,1.0,323.42
862,add_to_cart,43,725,2024-09-28T18:03:28.014714,3.0,165.42000000000002
863,purchase,38,797,2024-10-11T18:03:28.014714,4.0,143.32
864,page_view,55,853,2024-09-17T18:03:28.014714,,
865,purchase,15,141,2024-09-30T18:03:28.014714,4.0,1573.4
866,page_view,64,730,2024-09-20T18:03:28.014714,,
867,add_to_cart,93,935,2024-09-28T18:03:28.014714,3.0,1274.67
868,add_to_cart,36,476,2024-09-19T18:03:28.014714,1.0,463.44
869,add_to_cart,64,510,2024-10-15T18:03:28.014714,1.0,490.49
870,page_view,75,327,2024-09-16T18:03:28.014714,,
871,page_view,43,605,2024-09-16T18:03:28.014714,,
872,add_to_cart,98,535,2024-09-20T18:03:28.014714,5.0,1343.1
873,add_to_cart,13,261,2024-10-02T18:03:28.014714,2.0,659.16
874,add_to_cart,75,619,2024-09-16T18:03:28.014714,1.0,478.41
875,add_to_cart,66,36,2024-09-16T18:03:28.014714,5.0,1640.5
876,page_view,36,114,2024-10-14T18:03:28.014714,,
877,page_view,56,231,2024-09-16T18:03:28.014714,,
878,purchase,21,313,2024-10-11T18:03:28.014714,4.0,929.64
879,purchase,11,793,2024-10-13T18:03:28.014714,4.0,77.24
880,page_view,30,931,2024-10-07T18:03:28.015713,,
881,purchase,22,927,2024-09-24T18:03:28.015713,3.0,846.78
882,purchase,4,628,2024-09-29T18:03:28.015713,2.0,118.1
883,page_view,97,363,2024-09-22T18:03:28.015713,,
884,purchase,48,749,2024-10-04T18:03:28.015713,2.0,332.24
885,add_to_cart,13,708,2024-10-09T18:03:28.015713,3.0,988.74
886,page_view,38,456,2024-10-05T18:03:28.015713,,
887,add_to_cart,69,55,2024-09-27T18:03:28.015713,5.0,1468.85
888,purchase,64,257,2024-09-29T18:03:28.015713,2.0,980.98
889,add_to_cart,44,287,2024-09-16T18:03:28.015713,3.0,1308.6299999999999
890,page_view,68,884,2024-09-18T18:03:28.015713,,
891,purchase,38,141,2024-09-22T18:03:28.015713,4.0,143.32
892,add_to_cart,11,866,2024-10-12T18:03:28.015713,5.0,96.55
893,page_view,88,971,2024-10-05T18:03:28.015713,,
894,purchase,44,893,2024-09-25T18:03:28.015713,2.0,872.42
895,purchase,73,217,2024-10-13T18:03:28.015713,1.0,55.37
896,add_to_cart,95,764,2024-09-29T18:03:28.015713,1.0,474.33
897,add_to_cart,23,246,2024-09-21T18:03:28.015713,4.0,1506.36
898,page_view,89,182,2024-10-07T18:03:28.015713,,
899,page_view,70,598,2024-10-01T18:03:28.015713,,
900,add_to_cart,87,87,2024-10-15T18:03:28.015713,2.0,585.72
901,add_to_cart,70,429,2024-09-17T18:03:28.015713,5.0,2108.15
902,page_view,17,608,2024-10-10T18:03:28.015713,,
903,add_to_cart,56,355,2024-10-05T18:03:28.015713,1.0,166.85
904,add_to_cart,97,525,2024-10-14T18:03:28.015713,4.0,1534.44
905,page_view,27,143,2024-09-27T18:03:28.015713,,
906,page_view,26,227,2024-10-13T18:03:28.015713,,
907,page_view,87,362,2024-10-01T18:03:28.015713,,
908,purchase,16,525,2024-09-16T18:03:28.015713,5.0,2153.7
909,add_to_cart,53,630,2024-10-02T18:03:28.015713,2.0,916.1
910,purchase,7,411,2024-10-05T18:03:28.015713,1.0,240.61
911,page_view,90,960,2024-10-08T18:03:28.015713,,
912,page_view,62,447,2024-09-19T18:03:28.015713,,
913,page_view,30,396,2024-09-24T18:03:28.015713,,
914,add_to_cart,33,789,2024-10-13T18:03:28.015713,1.0,405.38
915,page_view,43,808,2024-09-26T18:03:28.015713,,
916,add_to_cart,73,694,2024-10-08T18:03:28.015713,2.0,110.74
917,page_view,14,666,2024-09-24T18:03:28.015713,,
918,purchase,10,174,2024-10-14T18:03:28.015713,1.0,323.59
919,purchase,60,934,2024-10-14T18:03:28.015713,4.0,1205.08
920,page_view,4,425,2024-09-17T18:03:28.015713,,
921,purchase,2,809,2024-09-25T18:03:28.015713,1.0,204.32
922,page_view,22,23,2024-09-16T18:03:28.015713,,
923,add_to_cart,99,592,2024-10-02T18:03:28.015713,5.0,1957.8999999999999
924,page_view,35,626,2024-10-05T18:03:28.015713,,
925,purchase,73,515,2024-09-26T18:03:28.015713,3.0,166.10999999999999
926,page_view,66,321,2024-09-17T18:03:28.015713,,
927,page_view,58,162,2024-10-09T18:03:28.015713,,
928,page_view,88,187,2024-10-05T18:03:28.015713,,
929,purchase,9,567,2024-09-30T18:03:28.015713,4.0,1356.0
930,add_to_cart,67,312,2024-10-14T18:03:28.015713,3.0,897.1200000000001
931,page_view,65,303,2024-10-10T18:03:28.015713,,
932,add_to_cart,10,816,2024-10-06T18:03:28.015713,2.0,647.18
933,page_view,71,148,2024-09-22T18:03:28.015713,,
934,add_to_cart,42,645,2024-09-19T18:03:28.015713,1.0,193.55
935,purchase,54,140,2024-09-22T18:03:28.015713,4.0,1132.64
936,add_to_cart,78,719,2024-09-20T18:03:28.015713,2.0,387.6
937,page_view,22,785,2024-10-14T18:03:28.015713,,
938,page_view,13,824,2024-09-17T18:03:28.015713,,
939,page_view,84,448,2024-09-21T18:03:28.015713,,
940,page_view,44,781,2024-09-30T18:03:28.015713,,
941,add_to_cart,60,814,2024-09-25T18:03:28.016713,4.0,1205.08
942,page_view,46,173,2024-10-14T18:03:28.016713,,
943,add_to_cart,5,950,2024-10-09T18:03:28.016713,5.0,449.54999999999995
944,purchase,63,362,2024-10-02T18:03:28.016713,1.0,108.43
945,add_to_cart,69,8,2024-10-15T18:03:28.016713,4.0,1175.08
946,page_view,50,987,2024-10-11T18:03:28.016713,,
947,add_to_cart,80,327,2024-10-09T18:03:28.016713,4.0,275.92
948,add_to_cart,100,348,2024-10-09T18:03:28.016713,1.0,191.77
949,purchase,86,602,2024-09-24T18:03:28.016713,1.0,255.1
950,purchase,3,980,2024-10-03T18:03:28.016713,2.0,462.54
951,page_view,6,681,2024-09-20T18:03:28.016713,,
952,purchase,50,726,2024-10-11T18:03:28.016713,3.0,893.8799999999999
953,purchase,51,112,2024-09-21T18:03:28.016713,3.0,464.61
954,purchase,20,957,2024-09-22T18:03:28.016713,5.0,769.85
955,purchase,50,70,2024-09-24T18:03:28.016713,1.0,297.96
956,page_view,65,670,2024-10-01T18:03:28.016713,,
957,add_to_cart,55,206,2024-09-16T18:03:28.016713,1.0,463.75
958,purchase,22,658,2024-10-11T18:03:28.016713,2.0,564.52
959,purchase,62,176,2024-10-05T18:03:28.016713,4.0,1585.04
960,add_to_cart,10,731,2024-09-17T18:03:28.016713,5.0,1617.9499999999998
961,page_view,58,68,2024-09-30T18:03:28.016713,,
962,page_view,7,310,2024-10-15T18:03:28.016713,,
963,purchase,67,806,2024-10-11T18:03:28.016713,4.0,1196.16
964,purchase,59,924,2024-09-21T18:03:28.016713,5.0,372.55
965,add_to_cart,25,670,2024-10-10T18:03:28.016713,1.0,266.71
966,add_to_cart,43,244,2024-10-11T18:03:28.016713,2.0,110.28
967,add_to_cart,82,285,2024-10-09T18:03:28.016713,5.0,1351.5
968,add_to_cart,5,443,2024-10-06T18:03:28.016713,1.0,89.91
969,page_view,63,444,2024-09-22T18:03:28.016713,,
970,add_to_cart,73,373,2024-09-23T18:03:28.016713,1.0,55.37
971,purchase,58,400,2024-10-01T18:03:28.016713,4.0,722.52
972,page_view,32,135,2024-09-19T18:03:28.016713,,
973,add_to_cart,40,411,2024-10-15T18:03:28.016713,5.0,1151.9
974,add_to_cart,47,978,2024-10-04T18:03:28.016713,2.0,498.22
975,purchase,98,28,2024-10-11T18:03:28.016713,2.0,537.24
976,add_to_cart,38,923,2024-09-30T18:03:28.016713,5.0,179.14999999999998
977,add_to_cart,33,98,2024-09-30T18:03:28.016713,1.0,405.38
978,page_view,23,611,2024-10-15T18:03:28.016713,,
979,add_to_cart,78,41,2024-10-07T18:03:28.016713,4.0,775.2
980,purchase,2,442,2024-10-09T18:03:28.016713,1.0,204.32
981,add_to_cart,13,853,2024-10-05T18:03:28.016713,2.0,659.16
982,add_to_cart,35,803,2024-10-12T18:03:28.016713,5.0,263.7
983,page_view,7,539,2024-09-30T18:03:28.016713,,
984,add_to_cart,80,729,2024-09-22T18:03:28.016713,1.0,68.98
985,add_to_cart,98,814,2024-09-19T18:03:28.016713,5.0,1343.1
986,purchase,24,462,2024-09-16T18:03:28.016713,5.0,1237.2
987,purchase,33,797,2024-10-09T18:03:28.016713,1.0,405.38
988,page_view,46,18,2024-10-14T18:03:28.016713,,
989,page_view,16,551,2024-09-29T18:03:28.016713,,
990,purchase,90,872,2024-10-14T18:03:28.016713,3.0,455.04
991,add_to_cart,40,244,2024-09-25T18:03:28.016713,1.0,230.38
992,add_to_cart,50,226,2024-10-14T18:03:28.016713,2.0,595.92
993,page_view,6,178,2024-09-19T18:03:28.016713,,
994,page_view,75,851,2024-10-08T18:03:28.016713,,
995,purchase,100,262,2024-09-27T18:03:28.016713,1.0,191.77
996,purchase,61,261,2024-10-03T18:03:28.016713,2.0,359.56
997,add_to_cart,33,974,2024-10-15T18:03:28.017713,3.0,1216.1399999999999
998,add_to_cart,27,575,2024-10-12T18:03:28.017713,1.0,363.27
999,purchase,22,354,2024-10-11T18:03:28.017713,4.0,1129.04
1000,add_to_cart,70,324,2024-10-06T18:03:28.017713,1.0,421.63
1001,page_view,74,580,2024-10-01T18:03:28.017713,,
1002,page_view,95,226,2024-09-16T18:03:28.017713,,
1003,purchase,30,881,2024-10-03T18:03:28.017713,2.0,486.4
1004,purchase,44,863,2024-09-18T18:03:28.017713,4.0,1744.84
1005,purchase,46,586,2024-09-28T18:03:28.017713,2.0,540.32
1006,page_view,80,153,2024-10-15T18:03:28.017713,,
1007,purchase,97,826,2024-09-24T18:03:28.017713,1.0,383.61
1008,purchase,35,404,2024-10-02T18:03:28.017713,4.0,210.96
1009,page_view,63,20,2024-09-23T18:03:28.017713,,
1010,add_to_cart,26,941,2024-09-24T18:03:28.017713,5.0,1323.15
1011,add_to_cart,5,98,2024-10-02T18:03:28.017713,3.0,269.73
1012,purchase,57,972,2024-09-19T18:03:28.017713,2.0,646.84
1013,purchase,56,79,2024-09-27T18:03:28.017713,4.0,667.4
1014,add_to_cart,35,776,2024-10-09T18:03:28.017713,5.0,263.7
1015,page_view,14,127,2024-10-04T18:03:28.017713,,
1016,page_view,42,985,2024-10-04T18:03:28.017713,,
1017,purchase,91,26,2024-10-04T18:03:28.017713,4.0,61.8
1018,add_to_cart,95,203,2024-10-03T18:03:28.017713,2.0,948.66
1019,purchase,99,230,2024-10-15T18:03:28.017713,1.0,391.58
1020,purchase,79,282,2024-10-10T18:03:28.017713,5.0,566.95
1021,page_view,85,914,2024-10-13T18:03:28.017713,,
1022,purchase,22,367,2024-10-13T18:03:28.017713,5.0,1411.3
1023,page_view,51,41,2024-10-01T18:03:28.017713,,
1024,add_to_cart,9,218,2024-10-02T18:03:28.017713,1.0,339.0
1025,purchase,13,983,2024-09-29T18:03:28.017713,4.0,1318.32
1026,purchase,76,869,2024-10-11T18:03:28.017713,4.0,343.72
1027,page_view,72,58,2024-09-18T18:03:28.017713,,
1028,add_to_cart,12,443,2024-10-04T18:03:28.017713,4.0,1035.76
1029,purchase,93,459,2024-10-03T18:03:28.017713,4.0,1699.56
1030,purchase,7,168,2024-09-25T18:03:28.017713,4.0,962.44
1031,add_to_cart,94,216,2024-10-11T18:03:28.017713,3.0,489.96
1032,page_view,19,518,2024-09-21T18:03:28.017713,,
1033,page_view,66,402,2024-09-26T18:03:28.017713,,
1034,purchase,25,639,2024-10-12T18:03:28.017713,2.0,533.42
1035,add_to_cart,76,860,2024-10-12T18:03:28.017713,2.0,171.86
1036,add_to_cart,39,461,2024-09-16T18:03:28.017713,4.0,1085.36
1037,purchase,95,745,2024-10-05T18:03:28.017713,4.0,1897.32
1038,purchase,75,321,2024-09-20T18:03:28.017713,2.0,956.82
1039,purchase,29,480,2024-10-10T18:03:28.017713,4.0,1491.04
1040,purchase,33,156,2024-09-25T18:03:28.017713,2.0,810.76
1041,page_view,41,426,2024-09-25T18:03:28.017713,,
1042,page_view,47,507,2024-10-08T18:03:28.017713,,
1043,purchase,54,840,2024-10-04T18:03:28.017713,4.0,1132.64
1044,page_view,7,244,2024-10-07T18:03:28.017713,,
1045,page_view,38,618,2024-10-11T18:03:28.017713,,
1046,purchase,27,476,2024-10-06T18:03:28.017713,1.0,363.27
1047,add_to_cart,71,743,2024-09-26T18:03:28.017713,4.0,1821.52
1048,page_view,9,462,2024-09-30T18:03:28.017713,,
1049,add_to_cart,66,661,2024-09-28T18:03:28.017713,1.0,328.1
1050,add_to_cart,1,474,2024-09-18T18:03:28.017713,5.0,83.94999999999999
1051,add_to_cart,9,622,2024-09-28T18:03:28.017713,4.0,1356.0
1052,page_view,12,755,2024-10-09T18:03:28.017713,,
1053,purchase,33,405,2024-10-04T18:03:28.017713,4.0,1621.52
1054,add_to_cart,40,745,2024-09-19T18:03:28.017713,4.0,921.52
1055,page_view,78,139,2024-10-08T18:03:28.017713,,
1056,add_to_cart,76,250,2024-10-09T18:03:28.017713,1.0,85.93
1057,page_view,83,600,2024-10-01T18:03:28.017713,,
1058,add_to_cart,71,128,2024-09-24T18:03:28.018712,5.0,2276.9
1059,add_to_cart,38,220,2024-09-23T18:03:28.018712,1.0,35.83
1060,add_to_cart,39,559,2024-09-28T18:03:28.018712,2.0,542.68
1061,add_to_cart,47,786,2024-10-07T18:03:28.018712,4.0,996.44
1062,purchase,92,970,2024-09-30T18:03:28.018712,4.0,1612.84
1063,page_view,10,931,2024-10-05T18:03:28.018712,,
1064,purchase,38,774,2024-09-23T18:03:28.018712,2.0,71.66
1065,purchase,75,685,2024-09-25T18:03:28.018712,1.0,478.41
1066,page_view,78,678,2024-09-17T18:03:28.018712,,
1067,add_to_cart,74,974,2024-10-04T18:03:28.018712,3.0,838.11
1068,purchase,62,743,2024-10-11T18:03:28.018712,3.0,1188.78
1069,page_view,3,470,2024-10-10T18:03:28.018712,,
1070,purchase,21,57,2024-10-11T18:03:28.018712,5.0,1162.05
1071,page_view,78,993,2024-10-03T18:03:28.018712,,
1072,add_to_cart,45,505,2024-09-16T18:03:28.018712,2.0,192.02
1073,purchase,72,493,2024-10-03T18:03:28.018712,4.0,728.64
1074,add_to_cart,50,871,2024-09-28T18:03:28.018712,2.0,595.92
1075,add_to_cart,63,4,2024-09-28T18:03:28.018712,2.0,216.86
1076,page_view,43,872,2024-10-09T18:03:28.018712,,
1077,add_to_cart,30,595,2024-09-28T18:03:28.018712,1.0,243.2
1078,page_view,83,825,2024-09-17T18:03:28.018712,,
1079,purchase,19,139,2024-10-13T18:03:28.018712,3.0,277.5
1080,add_to_cart,80,42,2024-09-18T18:03:28.018712,3.0,206.94
1081,page_view,95,967,2024-10-10T18:03:28.018712,,
1082,add_to_cart,21,967,2024-09-17T18:03:28.018712,2.0,464.82
1083,page_view,11,53,2024-10-03T18:03:28.018712,,
1084,add_to_cart,92,929,2024-10-13T18:03:28.018712,2.0,806.42
1085,add_to_cart,75,693,2024-10-12T18:03:28.018712,1.0,478.41
1086,purchase,93,389,2024-09-18T18:03:28.018712,1.0,424.89
1087,page_view,25,793,2024-09-16T18:03:28.018712,,
1088,purchase,60,945,2024-10-02T18:03:28.018712,5.0,1506.35
1089,purchase,63,833,2024-09-27T18:03:28.018712,1.0,108.43
1090,page_view,93,588,2024-10-05T18:03:28.018712,,
1091,add_to_cart,24,949,2024-09-26T18:03:28.018712,3.0,742.3199999999999
1092,page_view,91,457,2024-10-09T18:03:28.018712,,
1093,page_view,10,16,2024-10-06T18:03:28.018712,,
1094,page_view,24,17,2024-09-30T18:03:28.018712,,
1095,add_to_cart,38,152,2024-09-18T18:03:28.018712,3.0,107.49
1096,page_view,72,496,2024-10-11T18:03:28.018712,,
1097,add_to_cart,54,51,2024-10-15T18:03:28.018712,1.0,283.16
1098,page_view,82,754,2024-10-07T18:03:28.018712,,
1099,add_to_cart,60,655,2024-10-04T18:03:28.018712,2.0,602.54
1100,add_to_cart,49,88,2024-09-24T18:03:28.018712,3.0,1325.85
1101,purchase,14,266,2024-10-11T18:03:28.018712,3.0,475.40999999999997
1102,page_view,54,565,2024-10-14T18:03:28.018712,,
1103,purchase,99,183,2024-10-08T18:03:28.018712,5.0,1957.8999999999999
1104,page_view,10,896,2024-09-19T18:03:28.018712,,
1105,add_to_cart,96,215,2024-09-21T18:03:28.018712,1.0,312.43
1106,add_to_cart,26,279,2024-10-12T18:03:28.018712,4.0,1058.52
1107,page_view,21,229,2024-10-03T18:03:28.018712,,
1108,purchase,26,205,2024-10-15T18:03:28.018712,5.0,1323.15
1109,page_view,21,416,2024-10-03T18:03:28.018712,,
1110,page_view,55,389,2024-09-29T18:03:28.018712,,
1111,page_view,17,519,2024-09-21T18:03:28.018712,,
1112,add_to_cart,34,558,2024-10-01T18:03:28.018712,5.0,545.0
1113,page_view,24,365,2024-09-17T18:03:28.018712,,
1114,page_view,11,712,2024-09-27T18:03:28.018712,,
1115,purchase,75,386,2024-09-20T18:03:28.018712,4.0,1913.64
1116,purchase,93,190,2024-10-08T18:03:28.018712,4.0,1699.56
1117,add_to_cart,17,241,2024-09-19T18:03:28.018712,5.0,774.7
1118,page_view,50,839,2024-09-18T18:03:28.018712,,
1119,page_view,7,758,2024-10-02T18:03:28.018712,,
1120,page_view,12,300,2024-09-29T18:03:28.018712,,
1121,page_view,23,744,2024-10-04T18:03:28.018712,,
1122,purchase,6,981,2024-10-06T18:03:28.019712,4.0,1090.68
1123,page_view,89,436,2024-09-16T18:03:28.019712,,
1124,add_to_cart,69,957,2024-09-23T18:03:28.019712,4.0,1175.08
1125,add_to_cart,98,777,2024-10-10T18:03:28.019712,3.0,805.86
1126,page_view,68,502,2024-10-06T18:03:28.019712,,
1127,purchase,3,374,2024-09-18T18:03:28.019712,3.0,693.8100000000001
1128,page_view,18,629,2024-10-08T18:03:28.019712,,
1129,add_to_cart,43,281,2024-09-18T18:03:28.019712,3.0,165.42000000000002
1130,page_view,86,962,2024-09-18T18:03:28.019712,,
1131,add_to_cart,53,9,2024-10-08T18:03:28.019712,1.0,458.05
1132,page_view,66,714,2024-09-28T18:03:28.019712,,
1133,purchase,4,741,2024-10-15T18:03:28.019712,1.0,59.05
1134,purchase,12,669,2024-10-12T18:03:28.019712,2.0,517.88
1135,purchase,89,269,2024-10-07T18:03:28.019712,2.0,582.9
1136,add_to_cart,46,151,2024-10-06T18:03:28.019712,3.0,810.48
1137,page_view,7,67,2024-09-16T18:03:28.019712,,
1138,add_to_cart,25,515,2024-09-27T18:03:28.019712,1.0,266.71
1139,add_to_cart,74,410,2024-09-20T18:03:28.019712,3.0,838.11
1140,purchase,85,617,2024-10-02T18:03:28.019712,1.0,485.4
1141,purchase,71,526,2024-10-08T18:03:28.019712,1.0,455.38
1142,add_to_cart,4,409,2024-10-02T18:03:28.019712,4.0,236.2
1143,add_to_cart,96,165,2024-10-15T18:03:28.019712,4.0,1249.72
1144,purchase,17,107,2024-09-16T18:03:28.019712,1.0,154.94
1145,add_to_cart,19,717,2024-09-25T18:03:28.019712,3.0,277.5
1146,purchase,3,889,2024-10-04T18:03:28.019712,2.0,462.54
1147,purchase,62,443,2024-10-08T18:03:28.019712,4.0,1585.04
1148,page_view,29,488,2024-10-02T18:03:28.019712,,
1149,page_view,35,964,2024-09-20T18:03:28.019712,,
1150,page_view,80,391,2024-10-05T18:03:28.019712,,
1151,purchase,29,399,2024-10-09T18:03:28.019712,4.0,1491.04
1152,page_view,30,367,2024-10-03T18:03:28.019712,,
1153,add_to_cart,26,405,2024-09-21T18:03:28.019712,3.0,793.89
1154,purchase,37,774,2024-10-10T18:03:28.019712,3.0,1249.8899999999999
1155,purchase,64,888,2024-10-04T18:03:28.019712,4.0,1961.96
1156,purchase,59,788,2024-09-16T18:03:28.019712,5.0,372.55
1157,purchase,70,144,2024-10-02T18:03:28.019712,3.0,1264.8899999999999
1158,add_to_cart,91,211,2024-10-05T18:03:28.019712,3.0,46.349999999999994
1159,purchase,48,22,2024-09-21T18:03:28.019712,2.0,332.24
1160,page_view,99,713,2024-09-26T18:03:28.019712,,
1161,add_to_cart,98,335,2024-10-02T18:03:28.019712,5.0,1343.1
1162,add_to_cart,78,821,2024-10-08T18:03:28.019712,4.0,775.2
1163,page_view,67,878,2024-10-01T18:03:28.019712,,
1164,page_view,11,439,2024-10-07T18:03:28.019712,,
1165,purchase,84,567,2024-10-11T18:03:28.019712,5.0,810.5
1166,add_to_cart,78,810,2024-09-19T18:03:28.019712,4.0,775.2
1167,add_to_cart,45,453,2024-09-29T18:03:28.019712,2.0,192.02
1168,page_view,44,862,2024-09-22T18:03:28.019712,,
1169,purchase,77,260,2024-10-08T18:03:28.019712,3.0,797.3700000000001
1170,page_view,40,416,2024-09-28T18:03:28.019712,,
1171,add_to_cart,86,260,2024-09-26T18:03:28.019712,1.0,255.1
1172,page_view,47,728,2024-10-01T18:03:28.019712,,
1173,page_view,67,970,2024-10-09T18:03:28.019712,,
1174,add_to_cart,24,786,2024-09-18T18:03:28.019712,2.0,494.88
1175,add_to_cart,76,993,2024-10-15T18:03:28.019712,5.0,429.65000000000003
1176,purchase,5,146,2024-09-23T18:03:28.019712,3.0,269.73
1177,add_to_cart,4,531,2024-10-12T18:03:28.019712,2.0,118.1
1178,purchase,79,680,2024-09-29T18:03:28.019712,3.0,340.17
1179,page_view,97,663,2024-09-18T18:03:28.019712,,
1180,purchase,2,246,2024-10-07T18:03:28.019712,4.0,817.28
1181,page_view,25,249,2024-09-30T18:03:28.019712,,
1182,add_to_cart,12,497,2024-10-13T18:03:28.019712,3.0,776.8199999999999
1183,add_to_cart,19,827,2024-10-04T18:03:28.020712,4.0,370.0
1184,add_to_cart,17,58,2024-09-22T18:03:28.020712,5.0,774.7
1185,purchase,26,688,2024-10-15T18:03:28.020712,2.0,529.26
1186,add_to_cart,82,456,2024-10-15T18:03:28.020712,3.0,810.9000000000001
1187,purchase,83,473,2024-09-20T18:03:28.020712,4.0,1886.92
1188,add_to_cart,81,471,2024-10-07T18:03:28.020712,1.0,144.89
1189,purchase,11,190,2024-10-11T18:03:28.020712,1.0,19.31
1190,purchase,99,672,2024-09-21T18:03:28.020712,4.0,1566.32
1191,purchase,4,294,2024-10-07T18:03:28.020712,5.0,295.25
1192,page_view,48,229,2024-09-17T18:03:28.020712,,
1193,purchase,96,384,2024-09-17T18:03:28.020712,5.0,1562.15
1194,add_to_cart,89,787,2024-10-07T18:03:28.020712,3.0,874.3499999999999
1195,page_view,23,251,2024-10-13T18:03:28.020712,,
1196,purchase,12,417,2024-09-18T18:03:28.020712,1.0,258.94
1197,purchase,23,200,2024-10-06T18:03:28.020712,4.0,1506.36
1198,add_to_cart,47,888,2024-09-24T18:03:28.020712,5.0,1245.5500000000002
1199,page_view,28,336,2024-10-02T18:03:28.020712,,
1200,purchase,3,524,2024-10-15T18:03:28.020712,3.0,693.8100000000001
1201,add_to_cart,90,310,2024-09-22T18:03:28.020712,3.0,455.04
1202,add_to_cart,16,789,2024-09-21T18:03:28.020712,5.0,2153.7
1203,purchase,73,570,2024-09-29T18:03:28.020712,1.0,55.37
1204,purchase,80,906,2024-10-06T18:03:28.020712,2.0,137.96
1205,page_view,91,298,2024-09-24T18:03:28.020712,,
1206,add_to_cart,95,275,2024-10-05T18:03:28.020712,3.0,1422.99
1207,page_view,92,572,2024-09-22T18:03:28.020712,,
1208,purchase,5,811,2024-09-30T18:03:28.020712,5.0,449.54999999999995
1209,add_to_cart,84,427,2024-09-21T18:03:28.020712,2.0,324.2
1210,add_to_cart,76,146,2024-09-29T18:03:28.020712,3.0,257.79
1211,purchase,65,574,2024-10-02T18:03:28.020712,3.0,127.94999999999999
1212,add_to_cart,94,549,2024-09-17T18:03:28.020712,5.0,816.5999999999999
1213,add_to_cart,25,903,2024-09-28T18:03:28.020712,1.0,266.71
1214,add_to_cart,3,607,2024-09-23T18:03:28.020712,2.0,462.54
1215,page_view,50,724,2024-10-07T18:03:28.020712,,
1216,purchase,97,99,2024-09-26T18:03:28.020712,1.0,383.61
